name,year,period,periodName,value,seasonal
wage_private_prod,2025,M04,April,31.06,sa
wage_private_prod,2025,M03,March,30.96,sa
wage_private_prod,2025,M02,February,30.91,sa
wage_private_prod,2025,M01,January,30.8,sa
wage_private_prod,2024,M12,December,30.67,sa
wage_private_prod,2024,M11,November,30.58,sa
wage_private_prod,2024,M10,October,30.49,sa
wage_private_prod,2024,M09,September,30.38,sa
wage_private_prod,2024,M08,August,30.27,sa
wage_private_prod,2024,M07,July,30.17,sa
wage_private_prod,2024,M06,June,30.07,sa
wage_private_prod,2024,M05,May,29.97,sa
wage_private_prod,2024,M04,April,29.85,sa
wage_private_prod,2024,M03,March,29.8,sa
wage_private_prod,2024,M02,February,29.67,sa
wage_private_prod,2024,M01,January,29.61,sa
wage_private_prod,2023,M12,December,29.48,sa
wage_private_prod,2023,M11,November,29.38,sa
wage_private_prod,2023,M10,October,29.27,sa
wage_private_prod,2023,M09,September,29.16,sa
wage_private_prod,2023,M08,August,29.06,sa
wage_private_prod,2023,M07,July,29.02,sa
wage_private_prod,2023,M06,June,28.89,sa
wage_private_prod,2023,M05,May,28.78,sa
wage_private_prod,2023,M04,April,28.69,sa
wage_private_prod,2023,M03,March,28.59,sa
wage_private_prod,2023,M02,February,28.43,sa
wage_private_prod,2023,M01,January,28.31,sa
wage_private_prod,2022,M12,December,28.23,sa
wage_private_prod,2022,M11,November,28.12,sa
wage_private_prod,2022,M10,October,28,sa
wage_private_prod,2022,M09,September,27.85,sa
wage_private_prod,2022,M08,August,27.74,sa
wage_private_prod,2022,M07,July,27.66,sa
wage_private_prod,2022,M06,June,27.53,sa
wage_private_prod,2022,M05,May,27.4,sa
wage_private_prod,2022,M04,April,27.28,sa
wage_private_prod,2022,M03,March,27.12,sa
wage_private_prod,2022,M02,February,26.98,sa
wage_private_prod,2022,M01,January,26.91,sa
wage_private_prod,2021,M12,December,26.76,sa
wage_private_prod,2021,M11,November,26.56,sa
wage_private_prod,2021,M10,October,26.46,sa
wage_private_prod,2021,M09,September,26.3,sa
wage_private_prod,2021,M08,August,26.11,sa
wage_private_prod,2021,M07,July,25.96,sa
wage_private_prod,2021,M06,June,25.81,sa
wage_private_prod,2021,M05,May,25.68,sa
wage_private_prod,2021,M04,April,25.51,sa
wage_private_prod,2021,M03,March,25.35,sa
wage_private_prod,2021,M02,February,25.26,sa
wage_private_prod,2021,M01,January,25.17,sa
wage_private_prod,2020,M12,December,25.17,sa
wage_private_prod,2020,M11,November,24.95,sa
wage_private_prod,2020,M10,October,24.84,sa
wage_private_prod,2020,M09,September,24.82,sa
wage_private_prod,2020,M08,August,24.8,sa
wage_private_prod,2020,M07,July,24.69,sa
wage_private_prod,2020,M06,June,24.78,sa
wage_private_prod,2020,M05,May,24.98,sa
wage_private_prod,2020,M04,April,25.14,sa
wage_private_prod,2020,M03,March,24.13,sa
wage_private_prod,2020,M02,February,24.03,sa
wage_private_prod,2020,M01,January,23.91,sa
wage_private_prod,2019,M12,December,23.84,sa
wage_private_prod,2019,M11,November,23.83,sa
wage_private_prod,2019,M10,October,23.75,sa
wage_private_prod,2019,M09,September,23.68,sa
wage_private_prod,2019,M08,August,23.61,sa
wage_private_prod,2019,M07,July,23.53,sa
wage_private_prod,2019,M06,June,23.48,sa
wage_private_prod,2019,M05,May,23.4,sa
wage_private_prod,2019,M04,April,23.33,sa
wage_private_prod,2019,M03,March,23.29,sa
wage_private_prod,2019,M02,February,23.19,sa
wage_private_prod,2019,M01,January,23.13,sa
wage_private_prod,2018,M12,December,23.11,sa
wage_private_prod,2018,M11,November,23,sa
wage_private_prod,2018,M10,October,22.89,sa
wage_private_prod,2018,M09,September,22.86,sa
wage_private_prod,2018,M08,August,22.78,sa
wage_private_prod,2018,M07,July,22.7,sa
wage_private_prod,2018,M06,June,22.66,sa
wage_private_prod,2018,M05,May,22.6,sa
wage_private_prod,2018,M04,April,22.55,sa
wage_private_prod,2018,M03,March,22.49,sa
wage_private_prod,2018,M02,February,22.41,sa
wage_private_prod,2018,M01,January,22.36,sa
wage_private_prod,2017,M12,December,22.3,sa
wage_private_prod,2017,M11,November,22.23,sa
wage_private_prod,2017,M10,October,22.18,sa
wage_private_prod,2017,M09,September,22.18,sa
wage_private_prod,2017,M08,August,22.1,sa
wage_private_prod,2017,M07,July,22.07,sa
wage_private_prod,2017,M06,June,22.02,sa
wage_private_prod,2017,M05,May,21.97,sa
wage_private_prod,2017,M04,April,21.94,sa
wage_private_prod,2017,M03,March,21.88,sa
wage_private_prod,2017,M02,February,21.84,sa
wage_private_prod,2017,M01,January,21.82,sa
wage_private_prod,2016,M12,December,21.76,sa
wage_private_prod,2016,M11,November,21.72,sa
wage_private_prod,2016,M10,October,21.71,sa
wage_private_prod,2016,M09,September,21.62,sa
wage_private_prod,2016,M08,August,21.6,sa
wage_private_prod,2016,M07,July,21.58,sa
wage_private_prod,2016,M06,June,21.52,sa
wage_private_prod,2016,M05,May,21.47,sa
wage_private_prod,2016,M04,April,21.46,sa
wage_private_prod,2016,M03,March,21.39,sa
wage_private_prod,2016,M02,February,21.33,sa
wage_private_prod,2016,M01,January,21.31,sa
wage_private_prod,2015,M12,December,21.23,sa
wage_private_prod,2015,M11,November,21.21,sa
wage_private_prod,2015,M10,October,21.19,sa
wage_private_prod,2015,M09,September,21.09,sa
wage_private_prod,2015,M08,August,21.11,sa
wage_private_prod,2015,M07,July,21.03,sa
wage_private_prod,2015,M06,June,21,sa
wage_private_prod,2015,M05,May,20.98,sa
wage_private_prod,2015,M04,April,20.92,sa
wage_private_prod,2015,M03,March,20.91,sa
wage_private_prod,2015,M02,February,20.84,sa
wage_private_prod,2015,M01,January,20.8,sa
wage_private_prod,2014,M12,December,20.71,sa
wage_private_prod,2014,M11,November,20.77,sa
wage_private_prod,2014,M10,October,20.7,sa
wage_private_prod,2014,M09,September,20.66,sa
wage_private_prod,2014,M08,August,20.66,sa
wage_private_prod,2014,M07,July,20.61,sa
wage_private_prod,2014,M06,June,20.6,sa
wage_private_prod,2014,M05,May,20.53,sa
wage_private_prod,2014,M04,April,20.52,sa
wage_private_prod,2014,M03,March,20.5,sa
wage_private_prod,2014,M02,February,20.51,sa
wage_private_prod,2014,M01,January,20.39,sa
wage_private_prod,2013,M12,December,20.34,sa
wage_private_prod,2013,M11,November,20.31,sa
wage_private_prod,2013,M10,October,20.25,sa
wage_private_prod,2013,M09,September,20.23,sa
wage_private_prod,2013,M08,August,20.17,sa
wage_private_prod,2013,M07,July,20.14,sa
wage_private_prod,2013,M06,June,20.13,sa
wage_private_prod,2013,M05,May,20.04,sa
wage_private_prod,2013,M04,April,20.04,sa
wage_private_prod,2013,M03,March,20.01,sa
wage_private_prod,2013,M02,February,19.99,sa
wage_private_prod,2013,M01,January,19.94,sa
wage_private_prod,2012,M12,December,19.91,sa
wage_private_prod,2012,M11,November,19.85,sa
wage_private_prod,2012,M10,October,19.79,sa
wage_private_prod,2012,M09,September,19.79,sa
wage_private_prod,2012,M08,August,19.74,sa
wage_private_prod,2012,M07,July,19.75,sa
wage_private_prod,2012,M06,June,19.71,sa
wage_private_prod,2012,M05,May,19.68,sa
wage_private_prod,2012,M04,April,19.67,sa
wage_private_prod,2012,M03,March,19.64,sa
wage_private_prod,2012,M02,February,19.58,sa
wage_private_prod,2012,M01,January,19.59,sa
wage_private_prod,2011,M12,December,19.57,sa
wage_private_prod,2011,M11,November,19.56,sa
wage_private_prod,2011,M10,October,19.56,sa
wage_private_prod,2011,M09,September,19.49,sa
wage_private_prod,2011,M08,August,19.47,sa
wage_private_prod,2011,M07,July,19.48,sa
wage_private_prod,2011,M06,June,19.41,sa
wage_private_prod,2011,M05,May,19.41,sa
wage_private_prod,2011,M04,April,19.36,sa
wage_private_prod,2011,M03,March,19.3,sa
wage_private_prod,2011,M02,February,19.31,sa
wage_private_prod,2011,M01,January,19.33,sa
wage_private_prod,2010,M12,December,19.23,sa
wage_private_prod,2010,M11,November,19.21,sa
wage_private_prod,2010,M10,October,19.21,sa
wage_private_prod,2010,M09,September,19.11,sa
wage_private_prod,2010,M08,August,19.11,sa
wage_private_prod,2010,M07,July,19.04,sa
wage_private_prod,2010,M06,June,19.03,sa
wage_private_prod,2010,M05,May,19.01,sa
wage_private_prod,2010,M04,April,18.96,sa
wage_private_prod,2010,M03,March,18.92,sa
wage_private_prod,2010,M02,February,18.91,sa
wage_private_prod,2010,M01,January,18.88,sa
wage_private_prod,2009,M12,December,18.84,sa
wage_private_prod,2009,M11,November,18.8,sa
wage_private_prod,2009,M10,October,18.74,sa
wage_private_prod,2009,M09,September,18.7,sa
wage_private_prod,2009,M08,August,18.67,sa
wage_private_prod,2009,M07,July,18.59,sa
wage_private_prod,2009,M06,June,18.56,sa
wage_private_prod,2009,M05,May,18.53,sa
wage_private_prod,2009,M04,April,18.52,sa
wage_private_prod,2009,M03,March,18.5,sa
wage_private_prod,2009,M02,February,18.44,sa
wage_private_prod,2009,M01,January,18.39,sa
wage_private_prod,2008,M12,December,18.39,sa
wage_private_prod,2008,M11,November,18.31,sa
wage_private_prod,2008,M10,October,18.25,sa
wage_private_prod,2008,M09,September,18.2,sa
wage_private_prod,2008,M08,August,18.18,sa
wage_private_prod,2008,M07,July,18.1,sa
wage_private_prod,2008,M06,June,18.04,sa
wage_private_prod,2008,M05,May,17.98,sa
wage_private_prod,2008,M04,April,17.92,sa
wage_private_prod,2008,M03,March,17.88,sa
wage_private_prod,2008,M02,February,17.8,sa
wage_private_prod,2008,M01,January,17.74,sa
wage_private_prod,2007,M12,December,17.68,sa
wage_private_prod,2007,M11,November,17.63,sa
wage_private_prod,2007,M10,October,17.58,sa
wage_private_prod,2007,M09,September,17.55,sa
wage_private_prod,2007,M08,August,17.5,sa
wage_private_prod,2007,M07,July,17.46,sa
wage_private_prod,2007,M06,June,17.41,sa
wage_private_prod,2007,M05,May,17.34,sa
wage_private_prod,2007,M04,April,17.27,sa
wage_private_prod,2007,M03,March,17.22,sa
wage_private_prod,2007,M02,February,17.16,sa
wage_private_prod,2007,M01,January,17.09,sa
wage_private_prod,2006,M12,December,17.05,sa
wage_private_prod,2006,M11,November,16.98,sa
wage_private_prod,2006,M10,October,16.93,sa
wage_private_prod,2006,M09,September,16.87,sa
wage_private_prod,2006,M08,August,16.82,sa
wage_private_prod,2006,M07,July,16.78,sa
wage_private_prod,2006,M06,June,16.72,sa
wage_private_prod,2006,M05,May,16.66,sa
wage_private_prod,2006,M04,April,16.63,sa
wage_private_prod,2006,M03,March,16.54,sa
wage_private_prod,2006,M02,February,16.48,sa
wage_private_prod,2006,M01,January,16.42,sa
wage_private_prod,2005,M12,December,16.36,sa
wage_private_prod,2005,M11,November,16.3,sa
wage_private_prod,2005,M10,October,16.28,sa
wage_private_prod,2005,M09,September,16.19,sa
wage_private_prod,2005,M08,August,16.17,sa
wage_private_prod,2005,M07,July,16.15,sa
wage_private_prod,2005,M06,June,16.08,sa
wage_private_prod,2005,M05,May,16.03,sa
wage_private_prod,2005,M04,April,16.01,sa
wage_private_prod,2005,M03,March,15.97,sa
wage_private_prod,2005,M02,February,15.93,sa
wage_private_prod,2005,M01,January,15.9,sa
wage_private_prod,2004,M12,December,15.86,sa
wage_private_prod,2004,M11,November,15.84,sa
wage_private_prod,2004,M10,October,15.81,sa
wage_private_prod,2004,M09,September,15.78,sa
wage_private_prod,2004,M08,August,15.73,sa
wage_private_prod,2004,M07,July,15.69,sa
wage_private_prod,2004,M06,June,15.67,sa
wage_private_prod,2004,M05,May,15.63,sa
wage_private_prod,2004,M04,April,15.59,sa
wage_private_prod,2004,M03,March,15.56,sa
wage_private_prod,2004,M02,February,15.53,sa
wage_private_prod,2004,M01,January,15.51,sa
wage_private_prod,2003,M12,December,15.47,sa
wage_private_prod,2003,M11,November,15.46,sa
wage_private_prod,2003,M10,October,15.42,sa
wage_private_prod,2003,M09,September,15.42,sa
wage_private_prod,2003,M08,August,15.42,sa
wage_private_prod,2003,M07,July,15.4,sa
wage_private_prod,2003,M06,June,15.36,sa
wage_private_prod,2003,M05,May,15.33,sa
wage_private_prod,2003,M04,April,15.28,sa
wage_private_prod,2003,M03,March,15.27,sa
wage_private_prod,2003,M02,February,15.28,sa
wage_private_prod,2003,M01,January,15.22,sa
wage_private_prod,2002,M12,December,15.2,sa
wage_private_prod,2002,M11,November,15.15,sa
wage_private_prod,2002,M10,October,15.12,sa
wage_private_prod,2002,M09,September,15.05,sa
wage_private_prod,2002,M08,August,15.02,sa
wage_private_prod,2002,M07,July,14.97,sa
wage_private_prod,2002,M06,June,14.93,sa
wage_private_prod,2002,M05,May,14.88,sa
wage_private_prod,2002,M04,April,14.84,sa
wage_private_prod,2002,M03,March,14.83,sa
wage_private_prod,2002,M02,February,14.78,sa
wage_private_prod,2002,M01,January,14.76,sa
wage_private_prod,2001,M12,December,14.74,sa
wage_private_prod,2001,M11,November,14.72,sa
wage_private_prod,2001,M10,October,14.66,sa
wage_private_prod,2001,M09,September,14.62,sa
wage_private_prod,2001,M08,August,14.6,sa
wage_private_prod,2001,M07,July,14.55,sa
wage_private_prod,2001,M06,June,14.54,sa
wage_private_prod,2001,M05,May,14.5,sa
wage_private_prod,2001,M04,April,14.44,sa
wage_private_prod,2001,M03,March,14.42,sa
wage_private_prod,2001,M02,February,14.36,sa
wage_private_prod,2001,M01,January,14.29,sa
wage_private_prod,2000,M12,December,14.29,sa
wage_private_prod,2000,M11,November,14.23,sa
wage_private_prod,2000,M10,October,14.17,sa
wage_private_prod,2000,M09,September,14.12,sa
wage_private_prod,2000,M08,August,14.07,sa
wage_private_prod,2000,M07,July,14.02,sa
wage_private_prod,2000,M06,June,13.98,sa
wage_private_prod,2000,M05,May,13.94,sa
wage_private_prod,2000,M04,April,13.89,sa
wage_private_prod,2000,M03,March,13.85,sa
wage_private_prod,2000,M02,February,13.8,sa
wage_private_prod,2000,M01,January,13.74,sa
wage_private_prod,1999,M12,December,13.7,sa
wage_private_prod,1999,M11,November,13.66,sa
wage_private_prod,1999,M10,October,13.64,sa
wage_private_prod,1999,M09,September,13.61,sa
wage_private_prod,1999,M08,August,13.53,sa
wage_private_prod,1999,M07,July,13.51,sa
wage_private_prod,1999,M06,June,13.47,sa
wage_private_prod,1999,M05,May,13.42,sa
wage_private_prod,1999,M04,April,13.38,sa
wage_private_prod,1999,M03,March,13.34,sa
wage_private_prod,1999,M02,February,13.3,sa
wage_private_prod,1999,M01,January,13.27,sa
wage_private_prod,1998,M12,December,13.21,sa
wage_private_prod,1998,M11,November,13.17,sa
wage_private_prod,1998,M10,October,13.14,sa
wage_private_prod,1998,M09,September,13.11,sa
wage_private_prod,1998,M08,August,13.07,sa
wage_private_prod,1998,M07,July,13,sa
wage_private_prod,1998,M06,June,12.99,sa
wage_private_prod,1998,M05,May,12.97,sa
wage_private_prod,1998,M04,April,12.92,sa
wage_private_prod,1998,M03,March,12.87,sa
wage_private_prod,1998,M02,February,12.83,sa
wage_private_prod,1998,M01,January,12.79,sa
wage_private_prod,1997,M12,December,12.75,sa
wage_private_prod,1997,M11,November,12.71,sa
wage_private_prod,1997,M10,October,12.66,sa
wage_private_prod,1997,M09,September,12.6,sa
wage_private_prod,1997,M08,August,12.57,sa
wage_private_prod,1997,M07,July,12.5,sa
wage_private_prod,1997,M06,June,12.46,sa
wage_private_prod,1997,M05,May,12.43,sa
wage_private_prod,1997,M04,April,12.39,sa
wage_private_prod,1997,M03,March,12.35,sa
wage_private_prod,1997,M02,February,12.31,sa
wage_private_prod,1997,M01,January,12.29,sa
wage_private_prod,1996,M12,December,12.24,sa
wage_private_prod,1996,M11,November,12.2,sa
wage_private_prod,1996,M10,October,12.16,sa
wage_private_prod,1996,M09,September,12.13,sa
wage_private_prod,1996,M08,August,12.1,sa
wage_private_prod,1996,M07,July,12.05,sa
wage_private_prod,1996,M06,June,12.03,sa
wage_private_prod,1996,M05,May,11.98,sa
wage_private_prod,1996,M04,April,11.96,sa
wage_private_prod,1996,M03,March,11.89,sa
wage_private_prod,1996,M02,February,11.87,sa
wage_private_prod,1996,M01,January,11.86,sa
wage_private_prod,1995,M12,December,11.81,sa
wage_private_prod,1995,M11,November,11.78,sa
wage_private_prod,1995,M10,October,11.75,sa
wage_private_prod,1995,M09,September,11.73,sa
wage_private_prod,1995,M08,August,11.69,sa
wage_private_prod,1995,M07,July,11.67,sa
wage_private_prod,1995,M06,June,11.63,sa
wage_private_prod,1995,M05,May,11.59,sa
wage_private_prod,1995,M04,April,11.56,sa
wage_private_prod,1995,M03,March,11.55,sa
wage_private_prod,1995,M02,February,11.52,sa
wage_private_prod,1995,M01,January,11.48,sa
wage_private_prod,1994,M12,December,11.48,sa
wage_private_prod,1994,M11,November,11.45,sa
wage_private_prod,1994,M10,October,11.42,sa
wage_private_prod,1994,M09,September,11.39,sa
wage_private_prod,1994,M08,August,11.36,sa
wage_private_prod,1994,M07,July,11.34,sa
wage_private_prod,1994,M06,June,11.31,sa
wage_private_prod,1994,M05,May,11.29,sa
wage_private_prod,1994,M04,April,11.27,sa
wage_private_prod,1994,M03,March,11.25,sa
wage_private_prod,1994,M02,February,11.25,sa
wage_private_prod,1994,M01,January,11.2,sa
wage_private_prod,1993,M12,December,11.18,sa
wage_private_prod,1993,M11,November,11.15,sa
wage_private_prod,1993,M10,October,11.13,sa
wage_private_prod,1993,M09,September,11.09,sa
wage_private_prod,1993,M08,August,11.07,sa
wage_private_prod,1993,M07,July,11.05,sa
wage_private_prod,1993,M06,June,11.03,sa
wage_private_prod,1993,M05,May,11.01,sa
wage_private_prod,1993,M04,April,10.99,sa
wage_private_prod,1993,M03,March,10.99,sa
wage_private_prod,1993,M02,February,10.95,sa
wage_private_prod,1993,M01,January,10.93,sa
wage_private_prod,1992,M12,December,10.9,sa
wage_private_prod,1992,M11,November,10.86,sa
wage_private_prod,1992,M10,October,10.85,sa
wage_private_prod,1992,M09,September,10.83,sa
wage_private_prod,1992,M08,August,10.81,sa
wage_private_prod,1992,M07,July,10.78,sa
wage_private_prod,1992,M06,June,10.77,sa
wage_private_prod,1992,M05,May,10.74,sa
wage_private_prod,1992,M04,April,10.72,sa
wage_private_prod,1992,M03,March,10.68,sa
wage_private_prod,1992,M02,February,10.66,sa
wage_private_prod,1992,M01,January,10.64,sa
wage_private_prod,1991,M12,December,10.64,sa
wage_private_prod,1991,M11,November,10.61,sa
wage_private_prod,1991,M10,October,10.59,sa
wage_private_prod,1991,M09,September,10.58,sa
wage_private_prod,1991,M08,August,10.56,sa
wage_private_prod,1991,M07,July,10.54,sa
wage_private_prod,1991,M06,June,10.51,sa
wage_private_prod,1991,M05,May,10.5,sa
wage_private_prod,1991,M04,April,10.46,sa
wage_private_prod,1991,M03,March,10.41,sa
wage_private_prod,1991,M02,February,10.39,sa
wage_private_prod,1991,M01,January,10.37,sa
wage_private_prod,1990,M12,December,10.34,sa
wage_private_prod,1990,M11,November,10.32,sa
wage_private_prod,1990,M10,October,10.3,sa
wage_private_prod,1990,M09,September,10.27,sa
wage_private_prod,1990,M08,August,10.24,sa
wage_private_prod,1990,M07,July,10.22,sa
wage_private_prod,1990,M06,June,10.2,sa
wage_private_prod,1990,M05,May,10.16,sa
wage_private_prod,1990,M04,April,10.12,sa
wage_private_prod,1990,M03,March,10.11,sa
wage_private_prod,1990,M02,February,10.07,sa
wage_private_prod,1990,M01,January,10.02,sa
wage_private_prod,1989,M12,December,9.98,sa
wage_private_prod,1989,M11,November,9.93,sa
wage_private_prod,1989,M10,October,9.92,sa
wage_private_prod,1989,M09,September,9.87,sa
wage_private_prod,1989,M08,August,9.83,sa
wage_private_prod,1989,M07,July,9.83,sa
wage_private_prod,1989,M06,June,9.77,sa
wage_private_prod,1989,M05,May,9.74,sa
wage_private_prod,1989,M04,April,9.75,sa
wage_private_prod,1989,M03,March,9.7,sa
wage_private_prod,1989,M02,February,9.68,sa
wage_private_prod,1989,M01,January,9.65,sa
wage_private_prod,1988,M12,December,9.6,sa
wage_private_prod,1988,M11,November,9.58,sa
wage_private_prod,1988,M10,October,9.56,sa
wage_private_prod,1988,M09,September,9.51,sa
wage_private_prod,1988,M08,August,9.46,sa
wage_private_prod,1988,M07,July,9.45,sa
wage_private_prod,1988,M06,June,9.41,sa
wage_private_prod,1988,M05,May,9.41,sa
wage_private_prod,1988,M04,April,9.36,sa
wage_private_prod,1988,M03,March,9.31,sa
wage_private_prod,1988,M02,February,9.29,sa
wage_private_prod,1988,M01,January,9.29,sa
wage_private_prod,1987,M12,December,9.28,sa
wage_private_prod,1987,M11,November,9.27,sa
wage_private_prod,1987,M10,October,9.22,sa
wage_private_prod,1987,M09,September,9.19,sa
wage_private_prod,1987,M08,August,9.18,sa
wage_private_prod,1987,M07,July,9.12,sa
wage_private_prod,1987,M06,June,9.11,sa
wage_private_prod,1987,M05,May,9.11,sa
wage_private_prod,1987,M04,April,9.08,sa
wage_private_prod,1987,M03,March,9.07,sa
wage_private_prod,1987,M02,February,9.05,sa
wage_private_prod,1987,M01,January,9.02,sa
wage_private_prod,1986,M12,December,9.01,sa
wage_private_prod,1986,M11,November,9.01,sa
wage_private_prod,1986,M10,October,8.96,sa
wage_private_prod,1986,M09,September,8.94,sa
wage_private_prod,1986,M08,August,8.94,sa
wage_private_prod,1986,M07,July,8.91,sa
wage_private_prod,1986,M06,June,8.92,sa
wage_private_prod,1986,M05,May,8.9,sa
wage_private_prod,1986,M04,April,8.88,sa
wage_private_prod,1986,M03,March,8.89,sa
wage_private_prod,1986,M02,February,8.88,sa
wage_private_prod,1986,M01,January,8.85,sa
wage_private_prod,1985,M12,December,8.87,sa
wage_private_prod,1985,M11,November,8.81,sa
wage_private_prod,1985,M10,October,8.79,sa
wage_private_prod,1985,M09,September,8.8,sa
wage_private_prod,1985,M08,August,8.76,sa
wage_private_prod,1985,M07,July,8.74,sa
wage_private_prod,1985,M06,June,8.74,sa
wage_private_prod,1985,M05,May,8.7,sa
wage_private_prod,1985,M04,April,8.69,sa
wage_private_prod,1985,M03,March,8.66,sa
wage_private_prod,1985,M02,February,8.64,sa
wage_private_prod,1985,M01,January,8.61,sa
wage_private_prod,1984,M12,December,8.61,sa
wage_private_prod,1984,M11,November,8.57,sa
wage_private_prod,1984,M10,October,8.55,sa
wage_private_prod,1984,M09,September,8.55,sa
wage_private_prod,1984,M08,August,8.51,sa
wage_private_prod,1984,M07,July,8.51,sa
wage_private_prod,1984,M06,June,8.48,sa
wage_private_prod,1984,M05,May,8.45,sa
